gateway_id,mac_addr,reader_ip,location_id,reader_status,up_status,down_status,assigned,serial,created_at,updated_at,deleted_at
308,AC233FC09D38,NULL,102,NULL,"2021-04-16 07:28:16","0000-00-00 00:00:00",1,L4-CA-01,"2021-04-15 09:31:58","2021-04-16 07:28:16",NULL
309,AC233FC09D39,NULL,102,NULL,"2021-04-16 07:28:35","0000-00-00 00:00:00",1,L4-CA-02,"2021-04-15 09:31:58","2021-04-16 07:28:35",NULL
310,AC233FC09D3A,NULL,102,NULL,"2021-04-16 07:29:13","0000-00-00 00:00:00",1,L4-CA-03,"2021-04-15 09:31:58","2021-04-16 07:29:13",NULL
311,AC233FC09D3B,NULL,103,NULL,"2021-04-16 07:29:42","0000-00-00 00:00:00",1,L4-CA-04,"2021-04-15 09:31:58","2021-04-16 07:29:42",NULL
312,AC233FC09D3C,NULL,104,NULL,"2021-04-16 07:29:56","0000-00-00 00:00:00",1,L4-CA-05,"2021-04-15 09:31:58","2021-04-16 07:29:56",NULL
313,AC233FC09D3D,NULL,105,NULL,"2021-04-16 07:30:14","0000-00-00 00:00:00",1,L4-CA-06,"2021-04-15 09:31:58","2021-04-16 07:30:14",NULL
314,AC233FC09D3E,NULL,106,NULL,"2021-04-16 07:30:54","0000-00-00 00:00:00",1,L4-PT-01,"2021-04-15 09:31:58","2021-04-16 07:30:54",NULL
315,AC233FC09D3F,NULL,107,NULL,"2021-04-16 08:34:41","0000-00-00 00:00:00",1,L5-RT-01,"2021-04-15 09:31:58","2021-04-16 08:34:41",NULL
316,AC233FC09D40,NULL,107,NULL,"2021-04-16 08:31:38","0000-00-00 00:00:00",1,L5-RT-02,"2021-04-15 09:31:58","2021-04-16 08:31:38",NULL
317,AC233FC09D41,NULL,108,NULL,"2021-04-16 08:31:38","0000-00-00 00:00:00",1,L5-RM-101,"2021-04-15 09:31:58","2021-04-16 08:31:38",NULL
318,AC233FC09D42,NULL,108,NULL,"2021-04-16 08:31:38","0000-00-00 00:00:00",1,L5-RM-102,"2021-04-15 09:31:58","2021-04-16 08:31:38",NULL
319,AC233FC09D43,NULL,108,NULL,"2021-04-16 08:31:38","0000-00-00 00:00:00",1,L5-RM-103,"2021-04-15 09:31:58","2021-04-16 08:31:38",NULL
320,AC233FC09D44,NULL,108,NULL,"2021-04-16 08:31:38","0000-00-00 00:00:00",1,L5-RM-104,"2021-04-15 09:31:58","2021-04-16 08:31:38",NULL
321,AC233FC09D45,NULL,109,NULL,"2021-04-16 08:31:38","0000-00-00 00:00:00",1,L5-RT-03,"2021-04-15 09:31:58","2021-04-16 08:31:38",NULL
322,AC233FC09D46,NULL,109,NULL,"2021-04-16 08:31:38","0000-00-00 00:00:00",1,L5-RT-04,"2021-04-15 09:31:58","2021-04-16 08:31:38",NULL
323,AC233FC09D47,NULL,110,NULL,"2021-04-16 08:31:38","0000-00-00 00:00:00",1,L5-RM-201,"2021-04-15 09:31:58","2021-04-16 08:31:38",NULL
324,AC233FC09D48,NULL,110,NULL,"2021-04-16 08:31:38","0000-00-00 00:00:00",1,L5-RM-202,"2021-04-15 09:31:58","2021-04-16 08:31:38",NULL
325,AC233FC09D49,NULL,110,NULL,"2021-04-16 08:31:38","0000-00-00 00:00:00",1,L5-RM-203,"2021-04-15 09:31:58","2021-04-16 08:31:38",NULL
326,AC233FC09D4A,NULL,110,NULL,"2021-04-16 08:31:38","0000-00-00 00:00:00",1,L5-RM-204,"2021-04-15 09:31:58","2021-04-16 08:31:38",NULL
327,AC233FC09D4B,NULL,111,NULL,"2021-04-16 08:31:38","0000-00-00 00:00:00",1,L5-RT-05,"2021-04-15 09:31:58","2021-04-16 08:31:38",NULL
328,AC233FC09D4C,NULL,111,NULL,"2021-04-16 08:31:38","0000-00-00 00:00:00",1,L5-RT-06,"2021-04-15 09:31:58","2021-04-16 08:31:38",NULL
329,AC233FC09D4D,NULL,112,NULL,"2021-04-16 08:31:38","0000-00-00 00:00:00",1,L5-RM-301,"2021-04-15 09:31:58","2021-04-16 08:31:38",NULL
330,AC233FC09D4E,NULL,112,NULL,"2021-04-16 08:31:38","0000-00-00 00:00:00",1,L5-RM-302,"2021-04-15 09:31:58","2021-04-16 08:31:38",NULL
331,AC233FC09D4F,NULL,112,NULL,"2021-04-16 08:31:38","0000-00-00 00:00:00",1,L5-RM-303,"2021-04-15 09:31:58","2021-04-16 08:31:38",NULL
332,AC233FC09D50,NULL,112,NULL,"2021-04-16 08:31:38","0000-00-00 00:00:00",1,L5-RM-304,"2021-04-15 09:31:58","2021-04-16 08:31:38",NULL
333,AC233FC09D51,NULL,113,NULL,"2021-04-16 08:31:38","0000-00-00 00:00:00",1,L5-RT-07,"2021-04-15 09:31:58","2021-04-16 08:31:38",NULL
334,AC233FC09D52,NULL,113,NULL,"2021-04-16 08:31:38","0000-00-00 00:00:00",1,L5-RT-08,"2021-04-15 09:31:58","2021-04-16 08:31:38",NULL
335,AC233FC09D53,NULL,114,NULL,"2021-04-16 08:31:38","0000-00-00 00:00:00",1,L5-RM-401,"2021-04-15 09:31:58","2021-04-16 08:31:38",NULL
336,AC233FC09D54,NULL,114,NULL,"2021-04-16 08:31:38","0000-00-00 00:00:00",1,L5-RM-402,"2021-04-15 09:31:58","2021-04-16 08:31:38",NULL
337,AC233FC09D55,NULL,114,NULL,"2021-04-16 08:31:38","0000-00-00 00:00:00",1,L5-RM-403,"2021-04-15 09:31:58","2021-04-16 08:31:38",NULL
338,AC233FC09D56,NULL,114,NULL,"2021-04-16 08:31:38","0000-00-00 00:00:00",1,L5-RM-404,"2021-04-15 09:31:58","2021-04-16 08:31:38",NULL
339,AC233FC09D57,NULL,115,NULL,"2021-04-16 08:31:39","0000-00-00 00:00:00",1,L5-RT-09,"2021-04-15 09:31:58","2021-04-16 08:31:39",NULL
340,AC233FC09D58,NULL,115,NULL,"2021-04-16 08:31:39","0000-00-00 00:00:00",1,L5-RT-10,"2021-04-15 09:31:58","2021-04-16 08:31:39",NULL
341,AC233FC09D59,NULL,116,NULL,"2021-04-16 08:31:39","0000-00-00 00:00:00",1,L5-RM-501,"2021-04-15 09:31:58","2021-04-16 08:31:39",NULL
342,AC233FC09D5A,NULL,116,NULL,"2021-04-16 08:31:39","0000-00-00 00:00:00",1,L5-RM-502,"2021-04-15 09:31:58","2021-04-16 08:31:39",NULL
343,AC233FC09D5B,NULL,116,NULL,"2021-04-16 08:31:39","0000-00-00 00:00:00",1,L5-RM-503,"2021-04-15 09:31:58","2021-04-16 08:31:39",NULL
344,AC233FC09D5C,NULL,116,NULL,"2021-04-16 08:31:39","0000-00-00 00:00:00",1,L5-RM-504,"2021-04-15 09:31:58","2021-04-16 08:31:39",NULL
345,AC233FC09D5D,NULL,117,NULL,"2021-04-16 08:31:39","0000-00-00 00:00:00",1,L5-RT-11,"2021-04-15 09:31:58","2021-04-16 08:31:39",NULL
346,AC233FC09D5E,NULL,117,NULL,"2021-04-16 08:31:39","0000-00-00 00:00:00",1,L5-RT-12,"2021-04-15 09:31:58","2021-04-16 08:31:39",NULL
347,AC233FC09D5F,NULL,118,NULL,"2021-04-16 08:31:39","0000-00-00 00:00:00",1,L5-RM-601,"2021-04-15 09:31:58","2021-04-16 08:31:39",NULL
348,AC233FC09D60,NULL,118,NULL,"2021-04-16 08:31:39","0000-00-00 00:00:00",1,L5-RM-602,"2021-04-15 09:31:58","2021-04-16 08:31:39",NULL
349,AC233FC09D61,NULL,118,NULL,"2021-04-16 08:31:39","0000-00-00 00:00:00",1,L5-RM-603,"2021-04-15 09:31:58","2021-04-16 08:31:39",NULL
350,AC233FC09D62,NULL,118,NULL,"2021-04-16 08:31:39","0000-00-00 00:00:00",1,L5-RM-604,"2021-04-15 09:31:58","2021-04-16 08:31:39",NULL
351,AC233FC09D63,NULL,119,NULL,"2021-04-16 08:31:39","0000-00-00 00:00:00",1,L5-RT-13,"2021-04-15 09:31:58","2021-04-16 08:31:39",NULL
352,AC233FC09D64,NULL,119,NULL,"2021-04-16 08:31:39","0000-00-00 00:00:00",1,L5-RT-14,"2021-04-15 09:31:58","2021-04-16 08:31:39",NULL
353,AC233FC09D65,NULL,120,NULL,"2021-04-16 08:31:39","0000-00-00 00:00:00",1,L5-RM-701,"2021-04-15 09:31:58","2021-04-16 08:31:39",NULL
354,AC233FC09D66,NULL,120,NULL,"2021-04-16 08:31:39","0000-00-00 00:00:00",1,L5-RM-702,"2021-04-15 09:31:58","2021-04-16 08:31:39",NULL
355,AC233FC09D67,NULL,120,NULL,"2021-04-16 08:31:39","0000-00-00 00:00:00",1,L5-RM-703,"2021-04-15 09:31:58","2021-04-16 08:31:39",NULL
356,AC233FC09D68,NULL,120,NULL,"2021-04-16 08:31:39","0000-00-00 00:00:00",1,L5-RM-704,"2021-04-15 09:31:58","2021-04-16 08:31:39",NULL
357,AC233FC09D69,NULL,121,NULL,"2021-04-16 08:31:39","0000-00-00 00:00:00",1,L5-RT-15,"2021-04-15 09:31:58","2021-04-16 08:31:39",NULL
358,AC233FC09D6A,NULL,121,NULL,"2021-04-16 08:31:39","0000-00-00 00:00:00",1,L5-RT-16,"2021-04-15 09:31:58","2021-04-16 08:31:39",NULL
359,AC233FC09D6B,NULL,122,NULL,"2021-04-16 08:31:39","0000-00-00 00:00:00",1,L5-RM-801,"2021-04-15 09:31:58","2021-04-16 08:31:39",NULL
360,AC233FC09D6C,NULL,122,NULL,"2021-04-16 08:31:39","0000-00-00 00:00:00",1,L5-RM-802,"2021-04-15 09:31:58","2021-04-16 08:31:39",NULL
361,AC233FC09D6D,NULL,122,NULL,"2021-04-16 08:31:39","0000-00-00 00:00:00",1,L5-RM-803,"2021-04-15 09:31:58","2021-04-16 08:31:39",NULL
362,AC233FC09D6E,NULL,122,NULL,"2021-04-16 08:31:40","0000-00-00 00:00:00",1,L5-RM-804,"2021-04-15 09:31:58","2021-04-16 08:31:40",NULL
363,AC233FC09D6F,NULL,123,NULL,"2021-04-16 08:31:40","0000-00-00 00:00:00",1,L5-RT-17,"2021-04-15 09:31:58","2021-04-16 08:31:40",NULL
364,AC233FC09D70,NULL,123,NULL,"2021-04-16 08:31:40","0000-00-00 00:00:00",1,L5-RT-18,"2021-04-15 09:31:58","2021-04-16 08:31:40",NULL
365,AC233FC09D71,NULL,124,NULL,"2021-04-16 08:31:40","0000-00-00 00:00:00",1,L5-RM-901,"2021-04-15 09:31:58","2021-04-16 08:31:40",NULL
366,AC233FC09D72,NULL,124,NULL,"2021-04-16 08:31:40","0000-00-00 00:00:00",1,L5-RM-902,"2021-04-15 09:31:58","2021-04-16 08:31:40",NULL
367,AC233FC09D73,NULL,124,NULL,"2021-04-16 08:31:40","0000-00-00 00:00:00",1,L5-RM-903,"2021-04-15 09:31:58","2021-04-16 08:31:40",NULL
368,AC233FC09D74,NULL,124,NULL,"2021-04-16 08:31:40","0000-00-00 00:00:00",1,L5-RM-904,"2021-04-15 09:31:58","2021-04-16 08:31:40",NULL
369,AC233FC09D75,NULL,125,NULL,"2021-04-16 08:31:40","0000-00-00 00:00:00",1,L5-RM-1001,"2021-04-15 09:31:58","2021-04-16 08:31:40",NULL
370,AC233FC09D76,NULL,125,NULL,"2021-04-16 08:31:40","0000-00-00 00:00:00",1,L5-RM-1002,"2021-04-15 09:31:58","2021-04-16 08:31:40",NULL
371,AC233FC09D77,NULL,125,NULL,"2021-04-16 08:31:40","0000-00-00 00:00:00",1,L5-RM-1003,"2021-04-15 09:31:58","2021-04-16 08:31:40",NULL
372,AC233FC09D78,NULL,126,NULL,"2021-04-16 08:31:40","0000-00-00 00:00:00",1,L5-RM-1101,"2021-04-15 09:31:58","2021-04-16 08:31:40",NULL
373,AC233FC09D79,NULL,126,NULL,"2021-04-16 08:31:40","0000-00-00 00:00:00",1,L5-RM-1102,"2021-04-15 09:31:58","2021-04-16 08:31:40",NULL
374,AC233FC09D7A,NULL,126,NULL,"2021-04-16 08:31:40","0000-00-00 00:00:00",1,L5-RM-1103,"2021-04-15 09:31:58","2021-04-16 08:31:40",NULL
375,AC233FC09D7B,NULL,127,NULL,"2021-04-16 08:31:40","0000-00-00 00:00:00",1,L5-RT-19,"2021-04-15 09:31:58","2021-04-16 08:31:40",NULL
376,AC233FC09D7C,NULL,127,NULL,"2021-04-16 08:31:40","0000-00-00 00:00:00",1,L5-RT-20,"2021-04-15 09:31:58","2021-04-16 08:31:40",NULL
377,AC233FC09D7D,NULL,127,NULL,"2021-04-16 08:31:40","0000-00-00 00:00:00",1,L5-RT-21,"2021-04-15 09:31:58","2021-04-16 08:31:40",NULL
378,AC233FC09D7E,NULL,128,NULL,"2021-04-16 08:36:26","0000-00-00 00:00:00",1,L5-CR-01,"2021-04-15 09:31:58","2021-04-16 08:36:26",NULL
379,AC233FC09D7F,NULL,128,NULL,"2021-04-16 08:36:48","0000-00-00 00:00:00",1,L5-CR-02,"2021-04-15 09:31:58","2021-04-16 08:36:48",NULL
380,AC233FC09D80,NULL,128,NULL,"2021-04-16 08:37:01","0000-00-00 00:00:00",1,L5-CR-03,"2021-04-15 09:31:58","2021-04-16 08:37:01",NULL
381,AC233FC09D81,NULL,128,NULL,"2021-04-16 08:37:29","0000-00-00 00:00:00",1,L5-CR-04,"2021-04-15 09:31:58","2021-04-16 08:37:29",NULL
382,AC233FC09D82,NULL,128,NULL,"2021-04-16 08:37:51","0000-00-00 00:00:00",1,L5-CR-05,"2021-04-15 09:31:58","2021-04-16 08:37:51",NULL
383,AC233FC09D83,NULL,128,NULL,"2021-04-16 08:38:07","0000-00-00 00:00:00",1,L5-CR-06,"2021-04-15 09:31:58","2021-04-16 08:38:07",NULL
384,AC233FC09D84,NULL,128,NULL,"2021-04-16 08:38:22","0000-00-00 00:00:00",1,L5-CR-07,"2021-04-15 09:31:58","2021-04-16 08:38:22",NULL
385,AC233FC09D85,NULL,128,NULL,"2021-04-16 08:38:36","0000-00-00 00:00:00",1,L5-CR-08,"2021-04-15 09:31:58","2021-04-16 08:38:36",NULL
386,AC233FC09D86,NULL,128,NULL,"2021-04-16 08:39:09","0000-00-00 00:00:00",1,L5-CR-09,"2021-04-15 09:31:58","2021-04-16 08:39:09",NULL
387,AC233FC09D87,NULL,128,NULL,"2021-04-16 08:39:34","0000-00-00 00:00:00",1,L5-CR-10,"2021-04-15 09:31:58","2021-04-16 08:39:34",NULL
388,AC233FC09D88,NULL,128,NULL,"2021-04-16 08:40:42","0000-00-00 00:00:00",1,L5-CR-11,"2021-04-15 09:31:58","2021-04-16 08:40:42",NULL
389,AC233FC09D89,NULL,128,NULL,"2021-04-16 08:40:56","0000-00-00 00:00:00",1,L5-CR-12,"2021-04-15 09:31:58","2021-04-16 08:40:56",NULL
390,AC233FC09D8A,NULL,129,NULL,"2021-04-16 08:41:19","0000-00-00 00:00:00",1,L5-CA-01,"2021-04-15 09:31:58","2021-04-16 08:41:19",NULL
391,AC233FC09D8B,NULL,129,NULL,"2021-04-16 08:41:46","0000-00-00 00:00:00",1,L5-CA-02,"2021-04-15 09:31:58","2021-04-16 08:41:46",NULL
392,AC233FC09D8C,NULL,129,NULL,"2021-04-16 08:42:53","0000-00-00 00:00:00",1,L5-CA-03,"2021-04-15 09:31:58","2021-04-16 08:42:53",NULL
393,AC233FC09D8D,NULL,129,NULL,"2021-04-16 08:43:12","0000-00-00 00:00:00",1,L5-CA-04,"2021-04-15 09:31:58","2021-04-16 08:43:12",NULL
394,AC233FC09D8E,NULL,130,NULL,"2021-04-16 08:43:28","0000-00-00 00:00:00",1,L5-CA-05,"2021-04-15 09:31:58","2021-04-16 08:43:28",NULL
395,AC233FC09D8F,NULL,131,NULL,"2021-04-16 08:43:40","0000-00-00 00:00:00",1,L5-CA-06,"2021-04-15 09:31:58","2021-04-16 08:43:40",NULL
396,AC233FC09D90,NULL,132,NULL,"2021-04-16 08:44:03","0000-00-00 00:00:00",1,L5-CA-07,"2021-04-15 09:31:58","2021-04-16 08:44:03",NULL
397,AC233FC09D91,NULL,136,NULL,"2021-04-16 08:44:16","0000-00-00 00:00:00",1,L5-PT-01,"2021-04-15 09:31:58","2021-04-16 08:44:16",NULL
398,AC233FC09D92,NULL,133,NULL,"2021-04-16 08:45:21","0000-00-00 00:00:00",1,L6-CA-01,"2021-04-15 09:31:58","2021-04-16 08:45:21",NULL
399,AC233FC09D93,NULL,133,NULL,"2021-04-16 08:45:34","0000-00-00 00:00:00",1,L6-CA-02,"2021-04-15 09:31:58","2021-04-16 08:45:34",NULL
400,AC233FC09D94,NULL,135,NULL,"2021-04-16 08:46:00","0000-00-00 00:00:00",1,L6-CR-01,"2021-04-15 09:31:58","2021-04-16 08:46:00",NULL
401,AC233FC09D95,NULL,135,NULL,"2021-04-16 08:46:16","0000-00-00 00:00:00",1,L6-CR-02,"2021-04-15 09:31:58","2021-04-16 08:46:16",NULL
402,AC233FC09D96,NULL,135,NULL,"2021-04-16 08:46:48","0000-00-00 00:00:00",1,L6-CR-03,"2021-04-15 09:31:58","2021-04-16 08:46:48",NULL
403,AC233FC09D97,NULL,135,NULL,"2021-04-16 08:47:03","0000-00-00 00:00:00",1,L6-CR-04,"2021-04-15 09:31:58","2021-04-16 08:47:03",NULL
404,AC233FC09D98,NULL,134,NULL,"2021-04-16 08:47:14","0000-00-00 00:00:00",1,L6-PT-01,"2021-04-15 09:31:58","2021-04-16 08:47:14",NULL
405,AC233FC09D99,NULL,NULL,NULL,"2021-04-16 01:41:20","0000-00-00 00:00:00",0,NULL,"2021-04-15 09:31:58","2021-04-16 01:41:20",NULL
406,AC233FC09D9A,NULL,NULL,NULL,"2021-04-16 01:41:20","0000-00-00 00:00:00",0,NULL,"2021-04-15 09:31:58","2021-04-16 01:41:20",NULL
407,AC233FC09D9B,NULL,NULL,NULL,"2021-04-16 01:41:20","0000-00-00 00:00:00",0,NULL,"2021-04-15 09:31:58","2021-04-16 01:41:20",NULL
408,AC233FC09D9C,NULL,NULL,NULL,"2021-04-16 01:41:20","0000-00-00 00:00:00",0,NULL,"2021-04-15 09:31:58","2021-04-16 01:41:20",NULL
409,AC233FC09D9D,NULL,NULL,NULL,"2021-04-16 01:41:20","0000-00-00 00:00:00",0,NULL,"2021-04-15 09:31:58","2021-04-16 01:41:20",NULL
410,AC233FC09D9E,NULL,NULL,NULL,"2021-04-16 01:41:20","0000-00-00 00:00:00",0,NULL,"2021-04-15 09:31:58","2021-04-16 01:41:20",NULL
411,AC233FC09D9F,NULL,NULL,NULL,"2021-04-16 01:41:20","0000-00-00 00:00:00",0,NULL,"2021-04-15 09:31:58","2021-04-16 01:41:20",NULL
412,AC233FC09DA0,NULL,NULL,NULL,"2021-04-16 01:41:20","0000-00-00 00:00:00",0,NULL,"2021-04-15 09:31:58","2021-04-16 01:41:20",NULL
413,AC233FC09DA1,NULL,NULL,NULL,"2021-04-16 01:41:20","0000-00-00 00:00:00",0,NULL,"2021-04-15 09:31:58","2021-04-16 01:41:20",NULL
414,AC233FC09DA2,NULL,NULL,NULL,"2021-04-16 01:41:20","0000-00-00 00:00:00",0,NULL,"2021-04-15 09:31:58","2021-04-16 01:41:20",NULL
415,AC233FC09DA3,NULL,NULL,NULL,"2021-04-16 01:41:20","0000-00-00 00:00:00",0,NULL,"2021-04-15 09:31:58","2021-04-16 01:41:20",NULL
416,AC233FC09DA4,NULL,NULL,NULL,"2021-04-16 01:41:20","0000-00-00 00:00:00",0,NULL,"2021-04-15 09:31:58","2021-04-16 01:41:20",NULL
417,AC233FC09DA5,NULL,NULL,NULL,"2021-04-16 01:41:20","0000-00-00 00:00:00",0,NULL,"2021-04-15 09:31:58","2021-04-16 01:41:20",NULL
418,AC233FC09DA6,NULL,NULL,NULL,"2021-04-16 01:41:20","0000-00-00 00:00:00",0,NULL,"2021-04-15 09:31:58","2021-04-16 01:41:20",NULL
419,AC233FC09DA7,NULL,NULL,NULL,"2021-04-16 01:41:20","0000-00-00 00:00:00",0,NULL,"2021-04-15 09:31:58","2021-04-16 01:41:20",NULL
420,AC233FC09DA8,NULL,NULL,NULL,"2021-04-16 01:41:20","0000-00-00 00:00:00",0,NULL,"2021-04-15 09:31:58","2021-04-16 01:41:20",NULL
421,AC233FC09DA9,NULL,NULL,NULL,"2021-04-16 01:41:20","0000-00-00 00:00:00",0,NULL,"2021-04-15 09:31:58","2021-04-16 01:41:20",NULL
422,AC233FC09DAA,NULL,NULL,NULL,"2021-04-16 01:41:20","0000-00-00 00:00:00",0,NULL,"2021-04-15 09:31:58","2021-04-16 01:41:20",NULL
423,AC233FC09DAB,NULL,NULL,NULL,"2021-04-16 01:41:20","0000-00-00 00:00:00",0,NULL,"2021-04-15 09:31:58","2021-04-16 01:41:20",NULL
424,AC233FC09DAC,NULL,NULL,NULL,"2021-04-16 01:41:20","0000-00-00 00:00:00",0,NULL,"2021-04-15 09:31:58","2021-04-16 01:41:20",NULL
