log_id,log_time,gateway_id,beacon_id,rssi,battery_level,x_value,y_value,z_value,rawData
1,"2021-04-01 09:13:19",3,2,-77,100,0.046875,0.136719,1,0201060303E1FF1216E1FFA10364000C002301003FC3A83F23AC
2,"2021-04-01 09:13:31",3,3,-77,100,0.0390625,0.0898438,0.949219,0201060303E1FF1216E1FFA10364000A001700F33DC3A83F23AC
3,"2021-04-01 09:13:31",3,1,-77,100,0.0273438,0.128906,0.957031,0201060303E1FF1216E1FFA103640007002100F53BC3A83F23AC
4,"2021-04-01 09:16:36",3,4,-69,100,0.0273438,0.117188,0.949219,0201060303E1FF1216E1FFA103640007001E00F330C3A83F23AC
5,"2021-04-01 09:16:36",3,5,-80,100,0.0195312,0.117188,0.988281,0201060303E1FF1216E1FFA103640005001E00FD37C3A83F23AC
6,"2021-03-30 09:47:24",1,4,-74,100,0.0585938,0,0.949219,0201060303E1FF1216E1FFA10364000F000000F330C3A83F23AC
7,"2021-03-30 09:47:29",1,3,-78,100,0.078125,-0.0078125,0.96875,0201060303E1FF1216E1FFA103640014FFFE00F83DC3A83F23AC
8,"2021-03-30 09:47:29",2,5,-77,100,0.0195312,-0.0078125,1,0201060303E1FF1216E1FFA103640005FFFE010037C3A83F23AC
9,"2021-04-01 09:31:20",1,2,-65,100,0.046875,0.136719,0.988281,0201060303E1FF1216E1FFA10364000C002300FD3FC3A83F23AC
10,"2021-04-01 09:31:21",1,1,-71,100,0.0273438,0.136719,0.957031,0201060303E1FF1216E1FFA103640007002300F53BC3A83F23AC
11,"2021-04-01 09:32:18",6,4,-75,100,0.0195312,0.117188,0.9375,0201060303E1FF1216E1FFA103640005001E00F030C3A83F23AC
12,"2021-04-01 09:32:19",1,3,-68,100,0.0390625,0.0898438,0.957031,0201060303E1FF1216E1FFA10364000A001700F53DC3A83F23AC
13,"2021-04-01 09:32:20",1,2,-65,100,0.046875,0.128906,1,0201060303E1FF1216E1FFA10364000C002101003FC3A83F23AC
14,"2021-04-01 09:32:21",1,5,-71,100,0.0195312,0.117188,0.988281,0201060303E1FF1216E1FFA103640005001E00FD37C3A83F23AC
15,"2021-04-01 09:32:25",1,4,-68,100,0.0195312,0.117188,0.9375,0201060303E1FF1216E1FFA103640005001E00F030C3A83F23AC
16,"2021-04-01 09:32:22",1,1,-71,100,0.0390625,0.128906,0.957031,0201060303E1FF1216E1FFA10364000A002100F53BC3A83F23AC
17,"2021-04-01 09:33:08",2,1,-75,100,0.0273438,0.128906,0.957031,0201060303E1FF1216E1FFA103640007002100F53BC3A83F23AC
18,"2021-04-01 09:33:13",2,5,-77,100,0.0195312,0.117188,0.988281,0201060303E1FF1216E1FFA103640005001E00FD37C3A83F23AC
19,"2021-04-01 09:33:05",1,3,-63,100,0.0273438,0.0898438,0.96875,0201060303E1FF1216E1FFA103640007001700F83DC3A83F23AC
20,"2021-04-01 09:33:06",1,2,-69,100,0.0390625,0.136719,1,0201060303E1FF1216E1FFA10364000A002301003FC3A83F23AC
21,"2021-04-01 09:33:08",1,4,-68,100,0.0195312,0.117188,0.9375,0201060303E1FF1216E1FFA103640005001E00F030C3A83F23AC
22,"2021-04-01 09:33:12",6,4,-74,100,0.0195312,0.117188,0.9375,0201060303E1FF1216E1FFA103640005001E00F030C3A83F23AC
23,"2021-04-01 09:33:40",6,1,-75,100,0.0273438,0.128906,0.957031,0201060303E1FF1216E1FFA103640007002100F53BC3A83F23AC
24,"2021-04-01 09:34:18",4,1,-75,100,0.0195312,0.128906,0.957031,0201060303E1FF1216E1FFA103640005002100F53BC3A83F23AC
25,"2021-04-01 09:35:27",1,4,-62,100,0.0195312,0.117188,0.9375,0201060303E1FF1216E1FFA103640005001E00F030C3A83F23AC
26,"2021-04-01 09:39:02",6,4,-71,100,0.0195312,0.117188,0.96875,0201060303E1FF1216E1FFA103640005001E00F830C3A83F23AC
27,"2021-04-01 09:39:04",1,4,-71,100,0.0195312,0.117188,0.9375,0201060303E1FF1216E1FFA103640005001E00F030C3A83F23AC
28,"2021-04-01 09:39:42",6,4,-74,100,0.0078125,0.117188,0.9375,0201060303E1FF1216E1FFA103640002001E00F030C3A83F23AC
29,"2021-04-01 09:39:48",1,4,-62,100,0.0195312,0.109375,0.9375,0201060303E1FF1216E1FFA103640005001C00F030C3A83F23AC
30,"2021-04-01 09:39:50",6,4,-73,100,0.0078125,0.109375,0.9375,0201060303E1FF1216E1FFA103640002001C00F030C3A83F23AC
31,"2021-04-01 09:39:58",1,4,-71,100,0.0195312,0.109375,0.9375,0201060303E1FF1216E1FFA103640005001C00F030C3A83F23AC
32,"2021-04-01 09:40:50",6,4,-72,100,0.0195312,0.109375,0.9375,0201060303E1FF1216E1FFA103640005001C00F030C3A83F23AC
33,"2021-04-01 09:41:03",1,4,-63,100,0.0195312,0.117188,0.9375,0201060303E1FF1216E1FFA103640005001E00F030C3A83F23AC
34,"2021-04-01 09:41:25",6,4,-72,100,0.0195312,0.117188,0.9375,0201060303E1FF1216E1FFA103640005001E00F030C3A83F23AC
35,"2021-04-01 09:41:37",1,4,-62,100,0.0195312,0.117188,0.9375,0201060303E1FF1216E1FFA103640005001E00F030C3A83F23AC
36,"2021-04-01 09:44:15",6,2,-65,100,-0.0390625,-0.0898438,1.07812,0201060303E1FF1216E1FFA10364FFF6FFE901143FC3A83F23AC
37,"2021-04-01 09:44:19",7,3,-75,100,-0.359375,-0.167969,0.757812,0201060303E1FF1216E1FFA10364FFA4FFD500C23DC3A83F23AC
38,"2021-04-01 09:44:22",6,1,-70,100,-0.1875,-0.21875,0.898438,0201060303E1FF1216E1FFA10364FFD0FFC800E63BC3A83F23AC
39,"2021-04-01 09:44:38",3,1,-70,100,-1.1875,1.04688,0.277344,0201060303E1FF1216E1FFA10364FED0010C00473BC3A83F23AC
40,"2021-04-01 09:44:43",1,3,-69,100,-0.4375,1.05859,0.078125,0201060303E1FF1216E1FFA10364FF90010F00143DC3A83F23AC
41,"2021-04-01 09:44:43",1,2,-72,100,-0.417969,0.988281,0.0273438,0201060303E1FF1216E1FFA10364FF9500FD00073FC3A83F23AC
42,"2021-04-01 09:46:01",6,2,-73,100,0.308594,0.117188,0.949219,0201060303E1FF1216E1FFA10364004F001E00F33FC3A83F23AC
43,"2021-04-01 09:46:05",3,3,-77,100,0.328125,0.046875,0.90625,0201060303E1FF1216E1FFA103640054000C00E83DC3A83F23AC
44,"2021-04-01 09:46:06",3,2,-70,100,0.308594,0.117188,0.949219,0201060303E1FF1216E1FFA10364004F001E00F33FC3A83F23AC
45,"2021-04-01 09:46:06",1,5,-67,100,0.0078125,0.117188,0.988281,0201060303E1FF1216E1FFA103640002001E00FD37C3A83F23AC
46,"2021-04-01 09:46:10",1,4,-72,100,0.769531,0.128906,0.566406,0201060303E1FF1216E1FFA1036400C50021009130C3A83F23AC
47,"2021-04-01 09:46:17",1,1,-73,100,0.339844,-0.046875,0.917969,0201060303E1FF1216E1FFA103640057FFF400EB3BC3A83F23AC
48,"2021-04-01 09:47:06",6,2,-74,100,0.308594,0.117188,0.949219,0201060303E1FF1216E1FFA10364004F001E00F33FC3A83F23AC
49,"2021-04-01 09:47:12",3,2,-72,100,0.308594,0.117188,0.949219,0201060303E1FF1216E1FFA10364004F001E00F33FC3A83F23AC
50,"2021-04-01 09:48:04",2,3,-61,100,0.0390625,-0.0390625,0.96875,0201060303E1FF1216E1FFA10364000AFFF600F83DC3A83F23AC
51,"2021-04-01 09:48:04",2,2,-59,100,0.0195312,0,1,0201060303E1FF1216E1FFA103640005000001003FC3A83F23AC
52,"2021-04-01 09:48:03",1,4,-51,100,0.0585938,-0.0078125,0.949219,0201060303E1FF1216E1FFA10364000FFFFE00F330C3A83F23AC
53,"2021-04-01 09:48:05",2,1,-53,100,0.0273438,0,0.96875,0201060303E1FF1216E1FFA103640007000000F83BC3A83F23AC
54,"2021-04-01 09:48:02",1,5,-54,100,0.0390625,0,1,0201060303E1FF1216E1FFA10364000A0000010037C3A83F23AC
55,"2021-04-01 09:50:13",6,2,-80,100,0.0195312,0,1,0201060303E1FF1216E1FFA103640005000001003FC3A83F23AC
56,"2021-04-01 09:50:21",2,2,-56,100,0.0195312,0,1,0201060303E1FF1216E1FFA103640005000001003FC3A83F23AC
57,"2021-04-01 09:53:41",2,1,-53,100,0.0273438,0,0.96875,0201060303E1FF1216E1FFA103640007000000F83BC3A83F23AC
58,"2021-04-01 09:53:41",1,5,-54,100,0.0390625,0,1.00781,0201060303E1FF1216E1FFA10364000A0000010237C3A83F23AC
59,"2021-04-01 09:53:41",1,4,-51,100,0.046875,-0.0195312,0.949219,0201060303E1FF1216E1FFA10364000CFFFB00F330C3A83F23AC
60,"2021-04-01 09:53:42",2,2,-58,100,0.0195312,0,1,0201060303E1FF1216E1FFA103640005000001003FC3A83F23AC
61,"2021-04-01 09:53:44",2,3,-64,100,0.046875,-0.0390625,0.96875,0201060303E1FF1216E1FFA10364000CFFF600F83DC3A83F23AC
62,"2021-04-01 10:20:15",6,2,-78,100,0.0195312,0,1,0201060303E1FF1216E1FFA103640005000001003FC3A83F23AC
63,"2021-04-01 10:20:23",2,2,-57,100,0.0195312,0,1,0201060303E1FF1216E1FFA103640005000001003FC3A83F23AC
64,"2021-04-01 10:23:19",6,2,-78,100,0.0195312,0,1,0201060303E1FF1216E1FFA103640005000001003FC3A83F23AC
65,"2021-04-01 10:23:26",2,2,-62,100,0.0195312,0,1,0201060303E1FF1216E1FFA103640005000001003FC3A83F23AC
66,"2021-04-01 10:28:11",6,2,-78,100,0.0195312,0,1,0201060303E1FF1216E1FFA103640005000001003FC3A83F23AC
67,"2021-04-01 10:28:21",2,2,-62,100,0.0195312,0,1,0201060303E1FF1216E1FFA103640005000001003FC3A83F23AC
68,"2021-04-01 10:28:43",2,5,-71,100,0.046875,0,1,0201060303E1FF1216E1FFA10364000C0000010037C3A83F23AC
69,"2021-04-01 10:28:48",2,4,-68,100,0.0585938,-0.0078125,0.957031,0201060303E1FF1216E1FFA10364000FFFFE00F530C3A83F23AC
70,"2021-04-01 10:28:40",1,4,-49,100,0.0585938,-0.0078125,0.949219,0201060303E1FF1216E1FFA10364000FFFFE00F330C3A83F23AC
71,"2021-04-01 10:28:49",4,2,-63,100,0.0195312,0,1,0201060303E1FF1216E1FFA103640005000001003FC3A83F23AC
72,"2021-04-01 10:28:46",1,4,-49,100,0.0585938,-0.0078125,0.949219,0201060303E1FF1216E1FFA10364000FFFFE00F330C3A83F23AC
73,"2021-04-01 10:28:54",4,1,-65,100,0.0273438,0,0.96875,0201060303E1FF1216E1FFA103640007000000F83BC3A83F23AC
74,"2021-04-01 10:29:03",6,2,-77,100,0.0195312,0,1,0201060303E1FF1216E1FFA103640005000001003FC3A83F23AC
75,"2021-04-01 10:28:41",1,5,-54,100,0.046875,0,1,0201060303E1FF1216E1FFA10364000C0000010037C3A83F23AC
76,"2021-04-01 10:29:01",2,2,-60,100,0.0195312,0.0078125,1,0201060303E1FF1216E1FFA103640005000201003FC3A83F23AC
77,"2021-04-01 10:29:02",2,4,-68,100,0.046875,-0.0078125,0.957031,0201060303E1FF1216E1FFA10364000CFFFE00F530C3A83F23AC
78,"2021-04-01 10:28:54",1,4,-51,100,0.046875,-0.0195312,0.949219,0201060303E1FF1216E1FFA10364000CFFFB00F330C3A83F23AC
79,"2021-04-01 10:29:04",4,3,-64,100,0.0390625,-0.0390625,0.96875,0201060303E1FF1216E1FFA10364000AFFF600F83DC3A83F23AC
80,"2021-04-01 10:28:58",4,4,-76,100,0.046875,-0.0078125,0.949219,0201060303E1FF1216E1FFA10364000CFFFE00F330C3A83F23AC
81,"2021-04-01 10:28:48",3,1,-69,100,0.0273438,0,0.957031,0201060303E1FF1216E1FFA103640007000000F53BC3A83F23AC
82,"2021-04-01 10:28:50",3,3,-76,100,0.0390625,-0.0273438,0.96875,0201060303E1FF1216E1FFA10364000AFFF900F83DC3A83F23AC
83,"2021-04-01 10:29:03",4,5,-75,100,0.046875,0,1.00781,0201060303E1FF1216E1FFA10364000C0000010237C3A83F23AC
84,"2021-04-01 10:29:03",1,5,-55,100,0.046875,0,1.00781,0201060303E1FF1216E1FFA10364000C0000010237C3A83F23AC
85,"2021-04-01 10:29:08",4,1,-66,100,0.0195312,0.0078125,0.96875,0201060303E1FF1216E1FFA103640005000200F83BC3A83F23AC
86,"2021-04-01 10:29:11",4,2,-62,100,0.0195312,0,1,0201060303E1FF1216E1FFA103640005000001003FC3A83F23AC
87,"2021-04-01 10:29:18",4,3,-65,100,0.0390625,-0.0390625,0.96875,0201060303E1FF1216E1FFA10364000AFFF600F83DC3A83F23AC
88,"2021-04-01 10:30:18",2,1,-54,100,0.0195312,0,0.96875,0201060303E1FF1216E1FFA103640005000000F83BC3A83F23AC
89,"2021-04-01 10:30:25",2,2,-57,100,0.0195312,0,1,0201060303E1FF1216E1FFA103640005000001003FC3A83F23AC
90,"2021-04-01 10:30:28",2,3,-65,100,0.0390625,-0.0273438,0.96875,0201060303E1FF1216E1FFA10364000AFFF900F83DC3A83F23AC
91,"2021-04-01 10:30:36",4,3,-69,100,0.0390625,-0.0273438,0.96875,0201060303E1FF1216E1FFA10364000AFFF900F83DC3A83F23AC
92,"2021-04-01 10:30:42",2,3,-63,100,0.0390625,-0.0390625,0.96875,0201060303E1FF1216E1FFA10364000AFFF600F83DC3A83F23AC
93,"2021-04-01 10:30:41",4,2,-62,100,0.0078125,0,1,0201060303E1FF1216E1FFA103640002000001003FC3A83F23AC
94,"2021-04-01 10:30:51",2,2,-57,100,0.0078125,0,1,0201060303E1FF1216E1FFA103640002000001003FC3A83F23AC
95,"2021-04-01 10:31:12",2,4,-67,100,0.0585938,-0.0078125,0.957031,0201060303E1FF1216E1FFA10364000FFFFE00F530C3A83F23AC
96,"2021-04-01 10:31:24",1,4,-54,100,0.0585938,-0.0078125,0.949219,0201060303E1FF1216E1FFA10364000FFFFE00F330C3A83F23AC
97,"2021-04-01 10:31:28",3,3,-77,100,0.046875,-0.0273438,0.96875,0201060303E1FF1216E1FFA10364000CFFF900F83DC3A83F23AC
98,"2021-04-01 10:31:38",2,3,-61,100,0.0390625,-0.0390625,0.96875,0201060303E1FF1216E1FFA10364000AFFF600F83DC3A83F23AC
99,"2021-04-01 10:31:48",2,5,-70,100,0.0390625,0,1,0201060303E1FF1216E1FFA10364000A0000010037C3A83F23AC
100,"2021-04-01 10:31:54",1,5,-54,100,0.046875,0,1,0201060303E1FF1216E1FFA10364000C0000010037C3A83F23AC
101,"2021-04-01 10:32:02",4,3,-62,100,0.0390625,-0.0390625,0.96875,0201060303E1FF1216E1FFA10364000AFFF600F83DC3A83F23AC
102,"2021-04-01 10:32:10",6,2,-76,100,0.0195312,0,1,0201060303E1FF1216E1FFA103640005000001003FC3A83F23AC
103,"2021-04-01 10:32:10",2,3,-61,100,0.0390625,-0.0390625,0.96875,0201060303E1FF1216E1FFA10364000AFFF600F83DC3A83F23AC
104,"2021-04-01 10:32:18",2,2,-58,100,0.0195312,0,1,0201060303E1FF1216E1FFA103640005000001003FC3A83F23AC
105,"2021-04-01 10:32:19",4,1,-67,100,0.0195312,0,0.957031,0201060303E1FF1216E1FFA103640005000000F53BC3A83F23AC
106,"2021-04-01 10:32:21",2,1,-54,100,0.0195312,0,0.96875,0201060303E1FF1216E1FFA103640005000000F83BC3A83F23AC
107,"2021-04-01 10:32:40",4,3,-65,100,0.046875,-0.0390625,0.96875,0201060303E1FF1216E1FFA10364000CFFF600F83DC3A83F23AC
108,"2021-04-01 10:32:48",2,3,-67,100,0.0390625,-0.0390625,0.96875,0201060303E1FF1216E1FFA10364000AFFF600F83DC3A83F23AC
109,"2021-04-01 10:33:13",4,1,-67,100,0.0273438,0,0.96875,0201060303E1FF1216E1FFA103640007000000F83BC3A83F23AC
110,"2021-04-01 10:33:16",6,2,-78,100,0.0195312,0,1,0201060303E1FF1216E1FFA103640005000001003FC3A83F23AC
111,"2021-04-01 10:33:21",2,1,-54,100,0.0273438,0,0.957031,0201060303E1FF1216E1FFA103640007000000F53BC3A83F23AC
112,"2021-04-01 10:33:18",4,3,-65,100,0.0390625,-0.0273438,0.96875,0201060303E1FF1216E1FFA10364000AFFF900F83DC3A83F23AC
113,"2021-04-01 10:33:26",2,2,-62,100,0.0195312,0,1,0201060303E1FF1216E1FFA103640005000001003FC3A83F23AC
114,"2021-04-01 10:33:26",2,3,-63,100,0.0390625,-0.0273438,0.96875,0201060303E1FF1216E1FFA10364000AFFF900F83DC3A83F23AC
115,"2021-04-01 10:33:56",4,1,-64,100,0.0195312,0,0.957031,0201060303E1FF1216E1FFA103640005000000F53BC3A83F23AC
116,"2021-04-01 10:33:58",4,2,-77,100,0.0195312,0,1,0201060303E1FF1216E1FFA103640005000001003FC3A83F23AC
117,"2021-04-01 10:34:04",2,1,-54,100,0.0273438,0,0.957031,0201060303E1FF1216E1FFA103640007000000F53BC3A83F23AC
118,"2021-04-01 10:34:10",2,2,-57,100,0.0195312,0,1,0201060303E1FF1216E1FFA103640005000001003FC3A83F23AC
119,"2021-04-01 10:34:14",4,3,-65,100,0.0390625,-0.0390625,0.96875,0201060303E1FF1216E1FFA10364000AFFF600F83DC3A83F23AC
120,"2021-04-01 10:34:16",2,3,-61,100,0.046875,-0.0390625,0.96875,0201060303E1FF1216E1FFA10364000CFFF600F83DC3A83F23AC
121,"2021-04-01 10:34:34",4,2,-62,100,0.0195312,0,1,0201060303E1FF1216E1FFA103640005000001003FC3A83F23AC
122,"2021-04-01 10:34:38",3,3,-77,100,0.0390625,-0.0390625,0.96875,0201060303E1FF1216E1FFA10364000AFFF600F83DC3A83F23AC
123,"2021-04-01 10:34:40",2,2,-59,100,0.0195312,0,1,0201060303E1FF1216E1FFA103640005000001003FC3A83F23AC
124,"2021-04-01 10:34:43",2,3,-60,100,0.0390625,-0.0390625,0.96875,0201060303E1FF1216E1FFA10364000AFFF600F83DC3A83F23AC
125,"2021-04-01 10:34:50",4,1,-66,100,0.0195312,0,0.957031,0201060303E1FF1216E1FFA103640005000000F53BC3A83F23AC
126,"2021-04-01 10:35:04",2,1,-58,100,0.0195312,0,0.96875,0201060303E1FF1216E1FFA103640005000000F83BC3A83F23AC
127,"2021-04-01 10:34:58",4,3,-65,100,0.0390625,-0.0273438,0.96875,0201060303E1FF1216E1FFA10364000AFFF900F83DC3A83F23AC
128,"2021-04-01 10:35:07",2,3,-61,100,0.0390625,-0.0273438,0.96875,0201060303E1FF1216E1FFA10364000AFFF900F83DC3A83F23AC
129,"2021-04-01 10:35:35",6,2,-78,100,0.0195312,0,1,0201060303E1FF1216E1FFA103640005000001003FC3A83F23AC
130,"2021-04-01 10:35:36",4,1,-69,100,0.0195312,0,0.96875,0201060303E1FF1216E1FFA103640005000000F83BC3A83F23AC
131,"2021-04-01 10:35:37",4,3,-65,100,0.0390625,-0.0273438,0.96875,0201060303E1FF1216E1FFA10364000AFFF900F83DC3A83F23AC
132,"2021-04-01 10:35:39",2,2,-59,100,0.0195312,0,1,0201060303E1FF1216E1FFA103640005000001003FC3A83F23AC
133,"2021-04-01 10:35:42",2,1,-59,100,0.0273438,0,0.957031,0201060303E1FF1216E1FFA103640007000000F53BC3A83F23AC
134,"2021-04-01 10:35:49",2,3,-71,100,0.0390625,-0.0273438,0.96875,0201060303E1FF1216E1FFA10364000AFFF900F83DC3A83F23AC
135,"2021-04-01 10:36:31",4,1,-69,100,0.0273438,0,0.96875,0201060303E1FF1216E1FFA103640007000000F83BC3A83F23AC
136,"2021-04-01 10:36:35",6,2,-77,100,0.0195312,0,1,0201060303E1FF1216E1FFA103640005000001003FC3A83F23AC
137,"2021-04-01 10:36:35",4,2,-71,100,0.0195312,0,1,0201060303E1FF1216E1FFA103640005000001003FC3A83F23AC
138,"2021-04-01 10:36:37",2,1,-59,100,0.0273438,0,0.96875,0201060303E1FF1216E1FFA103640007000000F83BC3A83F23AC
139,"2021-04-01 10:36:43",2,2,-57,100,0.0195312,0,1,0201060303E1FF1216E1FFA103640005000001003FC3A83F23AC
140,"2021-04-01 10:36:48",2,4,-68,100,0.0585938,-0.0078125,0.949219,0201060303E1FF1216E1FFA10364000FFFFE00F330C3A83F23AC
141,"2021-04-01 10:36:47",4,3,-65,100,0.0390625,-0.0273438,0.96875,0201060303E1FF1216E1FFA10364000AFFF900F83DC3A83F23AC
142,"2021-04-01 10:36:54",1,4,-49,100,0.0585938,-0.0078125,0.949219,0201060303E1FF1216E1FFA10364000FFFFE00F330C3A83F23AC
143,"2021-04-01 10:36:55",2,3,-61,100,0.0390625,-0.0390625,0.96875,0201060303E1FF1216E1FFA10364000AFFF600F83DC3A83F23AC
144,"2021-04-01 10:38:01",4,4,-74,100,0.046875,-0.0078125,0.949219,0201060303E1FF1216E1FFA10364000CFFFE00F330C3A83F23AC
145,"2021-04-01 10:38:01",4,2,-62,100,0.0078125,0,1.00781,0201060303E1FF1216E1FFA103640002000001023FC3A83F23AC
146,"2021-04-01 10:38:03",3,1,-71,100,0.0273438,0,0.96875,0201060303E1FF1216E1FFA103640007000000F83BC3A83F23AC
147,"2021-04-01 10:38:07",1,4,-51,100,0.0585938,-0.0078125,0.949219,0201060303E1FF1216E1FFA10364000FFFFE00F330C3A83F23AC
148,"2021-04-01 10:38:09",2,2,-56,100,0.0195312,0,1,0201060303E1FF1216E1FFA103640005000001003FC3A83F23AC
149,"2021-04-01 10:38:09",2,1,-58,100,0.0195312,0,0.96875,0201060303E1FF1216E1FFA103640005000000F83BC3A83F23AC
150,"2021-04-01 10:38:11",4,1,-67,100,0.0273438,0,0.957031,0201060303E1FF1216E1FFA103640007000000F53BC3A83F23AC
151,"2021-04-01 10:38:17",4,3,-68,100,0.0390625,-0.0390625,0.96875,0201060303E1FF1216E1FFA10364000AFFF600F83DC3A83F23AC
152,"2021-04-01 10:38:19",2,1,-59,100,0.0273438,0,0.957031,0201060303E1FF1216E1FFA103640007000000F53BC3A83F23AC
153,"2021-04-01 10:38:21",4,2,-62,100,0.0195312,0,1,0201060303E1FF1216E1FFA103640005000001003FC3A83F23AC
154,"2021-04-01 10:38:23",2,3,-88,100,0.0390625,-0.0390625,0.96875,0201060303E1FF1216E1FFA10364000AFFF600F83DC3A83F23AC
155,"2021-04-01 10:38:29",2,2,-57,100,0.0195312,0,1,0201060303E1FF1216E1FFA103640005000001003FC3A83F23AC
156,"2021-04-01 10:38:37",4,1,-66,100,0.0273438,0.0078125,0.957031,0201060303E1FF1216E1FFA103640007000200F53BC3A83F23AC
157,"2021-04-01 10:38:51",2,1,-54,100,0.0273438,0,0.96875,0201060303E1FF1216E1FFA103640007000000F83BC3A83F23AC
158,"2021-04-01 10:38:41",4,2,-63,100,0.0195312,0.0078125,1,0201060303E1FF1216E1FFA103640005000201003FC3A83F23AC
159,"2021-04-01 10:38:43",4,1,-66,100,0.0195312,0,0.957031,0201060303E1FF1216E1FFA103640005000000F53BC3A83F23AC
160,"2021-04-01 10:38:58",2,2,-59,100,0.0195312,0,1,0201060303E1FF1216E1FFA103640005000001003FC3A83F23AC
161,"2021-04-01 10:38:59",2,1,-54,100,0.0273438,0,0.957031,0201060303E1FF1216E1FFA103640007000000F53BC3A83F23AC
162,"2021-04-01 10:39:00",4,2,-62,100,0.0195312,0,1,0201060303E1FF1216E1FFA103640005000001003FC3A83F23AC
163,"2021-04-01 10:39:10",2,2,-57,100,0.0195312,0,1,0201060303E1FF1216E1FFA103640005000001003FC3A83F23AC
164,"2021-04-01 10:39:11",4,1,-65,100,0.0273438,0,0.96875,0201060303E1FF1216E1FFA103640007000000F83BC3A83F23AC
165,"2021-04-01 10:39:20",2,1,-54,100,0.0195312,0.0078125,0.957031,0201060303E1FF1216E1FFA103640005000200F53BC3A83F23AC
166,"2021-04-01 10:39:30",1,1,-56,100,0.0390625,-0.226562,0.859375,0201060303E1FF1216E1FFA10364000AFFC600DC3BC3A83F23AC
167,"2021-04-01 10:39:30",1,2,-67,100,-0.0195312,-0.25,0.757812,0201060303E1FF1216E1FFA10364FFFBFFC000C23FC3A83F23AC
168,"2021-04-01 10:39:36",6,1,-71,100,-0.25,0.476562,0.75,0201060303E1FF1216E1FFA10364FFC0007A00C03BC3A83F23AC
169,"2021-04-01 10:39:39",1,3,-68,100,-0.167969,0.546875,0.886719,0201060303E1FF1216E1FFA10364FFD5008C00E33DC3A83F23AC
170,"2021-04-01 10:39:40",6,2,-76,100,-0.117188,-0.328125,1.16797,0201060303E1FF1216E1FFA10364FFE2FFAC012B3FC3A83F23AC
171,"2021-04-01 10:39:43",6,3,-73,100,-0.546875,0.269531,0.558594,0201060303E1FF1216E1FFA10364FF740045008F3DC3A83F23AC
172,"2021-04-01 10:39:42",1,1,-78,100,0.296875,-0.949219,0.359375,0201060303E1FF1216E1FFA10364004CFF0D005C3BC3A83F23AC
173,"2021-04-01 10:39:47",1,3,-54,100,-0.386719,0.0585938,0.4375,0201060303E1FF1216E1FFA10364FF9D000F00703DC3A83F23AC
174,"2021-04-01 10:39:52",2,2,-56,100,-0.6875,0.636719,1.25,0201060303E1FF1216E1FFA10364FF5000A301403FC3A83F23AC
175,"2021-04-01 10:39:50",4,2,-67,100,-0.386719,0.707031,1.95703,0201060303E1FF1216E1FFA10364FF9D00B501F53FC3A83F23AC
176,"2021-04-01 10:39:54",2,1,-55,100,-0.988281,0.789062,1.13672,0201060303E1FF1216E1FFA10364FF0300CA01233BC3A83F23AC
177,"2021-04-01 10:39:53",2,3,-61,100,-0.207031,1,1.06641,0201060303E1FF1216E1FFA10364FFCB010001113DC3A83F23AC
178,"2021-04-01 10:39:58",2,2,-62,100,-0.71875,0.558594,0.9375,0201060303E1FF1216E1FFA10364FF48008F00F03FC3A83F23AC
179,"2021-04-01 10:39:59",4,3,-59,100,-0.46875,0.4375,0.71875,0201060303E1FF1216E1FFA10364FF88007000B83DC3A83F23AC
180,"2021-04-01 10:40:02",4,2,-58,100,-0.589844,0.40625,0.789062,0201060303E1FF1216E1FFA10364FF69006800CA3FC3A83F23AC
181,"2021-04-01 10:40:09",2,3,-56,100,0.519531,-0.167969,1.23828,0201060303E1FF1216E1FFA103640085FFD5013D3DC3A83F23AC
182,"2021-04-01 10:40:06",4,1,-54,100,-0.757812,0.328125,0.539062,0201060303E1FF1216E1FFA10364FF3E0054008A3BC3A83F23AC
183,"2021-04-01 10:40:08",2,2,-62,100,-0.738281,0.15625,0.566406,0201060303E1FF1216E1FFA10364FF43002800913FC3A83F23AC
184,"2021-04-01 10:40:15",1,3,-54,100,0.828125,-0.0976562,0.976562,0201060303E1FF1216E1FFA1036400D4FFE700FA3DC3A83F23AC
185,"2021-04-01 10:40:12",1,1,-57,100,0.0585938,-0.257812,0.789062,0201060303E1FF1216E1FFA10364000FFFBE00CA3BC3A83F23AC
186,"2021-04-01 10:40:14",1,2,-51,100,-0.269531,-0.46875,1.33984,0201060303E1FF1216E1FFA10364FFBBFF8801573FC3A83F23AC
187,"2021-04-01 10:40:18",4,4,-67,100,0.507812,-0.199219,0.929688,0201060303E1FF1216E1FFA103640082FFCD00EE30C3A83F23AC
188,"2021-04-01 10:40:24",1,4,-75,100,0.636719,-0.417969,0.398438,0201060303E1FF1216E1FFA1036400A3FF95006630C3A83F23AC
189,"2021-04-01 10:40:24",3,2,-71,100,-0.148438,0,0.867188,0201060303E1FF1216E1FFA10364FFDA000000DE3FC3A83F23AC
190,"2021-04-01 10:40:27",2,3,-72,100,-0.0664062,0.0273438,0.949219,0201060303E1FF1216E1FFA10364FFEF000700F33DC3A83F23AC
191,"2021-04-01 10:40:34",1,2,-66,100,0.078125,0.0390625,0.867188,0201060303E1FF1216E1FFA103640014000A00DE3FC3A83F23AC
