log_id,log_time,gateway_id,beacon_id,rssi,battery_level,x_value,y_value,z_value,rawData
2830,"2021-04-01 17:05:59",4,1,-70,100,0.0390625,-0.0078125,0.976562,0201060303E1FF1216E1FFA10364000AFFFE00FA3BC3A83F23AC
2831,"2021-04-01 17:06:06",2,3,-51,100,0.046875,0,0.96875,0201060303E1FF1216E1FFA10364000C000000F83DC3A83F23AC
2832,"2021-04-01 17:06:05",1,1,-54,100,0.0390625,0,0.96875,0201060303E1FF1216E1FFA10364000A000000F83BC3A83F23AC
2833,"2021-04-01 17:06:05",2,5,-67,100,0.046875,-0.0195312,1.00781,0201060303E1FF1216E1FFA10364000CFFFB010237C3A83F23AC
2834,"2021-04-01 17:06:13",4,5,-62,100,0.046875,-0.0195312,1,0201060303E1FF1216E1FFA10364000CFFFB010037C3A83F23AC
2835,"2021-04-01 17:06:23",4,1,-68,100,0.046875,0,0.96875,0201060303E1FF1216E1FFA10364000C000000F83BC3A83F23AC
2836,"2021-04-01 17:06:31",1,1,-54,100,0.046875,0,0.96875,0201060303E1FF1216E1FFA10364000C000000F83BC3A83F23AC
2837,"2021-04-01 17:06:35",2,5,-64,100,0.046875,-0.0195312,1.00781,0201060303E1FF1216E1FFA10364000CFFFB010237C3A83F23AC
2838,"2021-04-01 17:06:33",4,5,-63,100,0.046875,-0.0195312,1.00781,0201060303E1FF1216E1FFA10364000CFFFB010237C3A83F23AC
2839,"2021-04-01 17:06:34",4,3,-75,100,0.0585938,0,0.957031,0201060303E1FF1216E1FFA10364000F000000F53DC3A83F23AC
2840,"2021-04-01 17:06:40",2,3,-50,100,0.0585938,0,0.957031,0201060303E1FF1216E1FFA10364000F000000F53DC3A83F23AC
2841,"2021-04-01 17:06:47",2,5,-64,100,0.046875,-0.0195312,1,0201060303E1FF1216E1FFA10364000CFFFB010037C3A83F23AC
2842,"2021-04-01 17:06:57",4,5,-62,100,0.046875,-0.0195312,1.00781,0201060303E1FF1216E1FFA10364000CFFFB010237C3A83F23AC
2843,"2021-04-01 17:07:03",4,1,-68,100,0.046875,0,0.96875,0201060303E1FF1216E1FFA10364000C000000F83BC3A83F23AC
2844,"2021-04-01 17:07:13",1,1,-54,100,0.0390625,0,0.96875,0201060303E1FF1216E1FFA10364000A000000F83BC3A83F23AC
2845,"2021-04-01 17:07:19",4,4,-75,100,0.0664062,0.0078125,0.949219,0201060303E1FF1216E1FFA103640011000200F330C3A83F23AC
2846,"2021-04-01 17:07:24",4,3,-73,100,0.0585938,0,0.957031,0201060303E1FF1216E1FFA10364000F000000F53DC3A83F23AC
2847,"2021-04-01 17:07:27",2,5,-64,100,0.046875,-0.0195312,1.00781,0201060303E1FF1216E1FFA10364000CFFFB010237C3A83F23AC
2848,"2021-04-01 17:07:27",2,4,-55,100,0.0585938,0.0078125,0.9375,0201060303E1FF1216E1FFA10364000F000200F030C3A83F23AC
2849,"2021-04-01 17:07:34",2,3,-51,100,0.0585938,0,0.957031,0201060303E1FF1216E1FFA10364000F000000F53DC3A83F23AC
2850,"2021-04-01 17:07:35",4,5,-62,100,0.046875,-0.0195312,1,0201060303E1FF1216E1FFA10364000CFFFB010037C3A83F23AC
2851,"2021-04-01 17:07:39",2,5,-64,100,0.0585938,-0.0195312,1.00781,0201060303E1FF1216E1FFA10364000FFFFB010237C3A83F23AC
2852,"2021-04-01 17:07:45",4,5,-63,100,0.046875,-0.0195312,1,0201060303E1FF1216E1FFA10364000CFFFB010037C3A83F23AC
2853,"2021-04-01 17:07:59",1,5,-72,100,0.046875,-0.0195312,1.00781,0201060303E1FF1216E1FFA10364000CFFFB010237C3A83F23AC
2854,"2021-04-01 17:08:05",2,5,-64,100,0.046875,-0.0195312,1,0201060303E1FF1216E1FFA10364000CFFFB010037C3A83F23AC
2855,"2021-04-01 17:08:07",4,5,-62,100,0.046875,-0.0195312,1,0201060303E1FF1216E1FFA10364000CFFFB010037C3A83F23AC
2856,"2021-04-01 17:08:17",2,5,-63,100,0.046875,-0.0273438,1,0201060303E1FF1216E1FFA10364000CFFF9010037C3A83F23AC
2857,"2021-04-01 17:08:21",4,5,-62,100,0.046875,-0.0195312,1.00781,0201060303E1FF1216E1FFA10364000CFFFB010237C3A83F23AC
2858,"2021-04-01 17:08:44",4,1,-70,100,0.0390625,-0.0078125,0.96875,0201060303E1FF1216E1FFA10364000AFFFE00F83BC3A83F23AC
2859,"2021-04-01 17:08:45",2,5,-66,100,0.0585938,-0.0273438,1.00781,0201060303E1FF1216E1FFA10364000FFFF9010237C3A83F23AC
2860,"2021-04-01 17:08:50",1,1,-54,100,0.046875,-0.0078125,0.96875,0201060303E1FF1216E1FFA10364000CFFFE00F83BC3A83F23AC
2861,"2021-04-01 17:08:54",4,5,-62,100,0.046875,-0.0195312,1,0201060303E1FF1216E1FFA10364000CFFFB010037C3A83F23AC
2862,"2021-04-01 17:09:10",2,5,-64,100,0.046875,-0.0195312,1,0201060303E1FF1216E1FFA10364000CFFFB010037C3A83F23AC
2863,"2021-04-01 17:09:08",4,5,-63,100,0.046875,-0.0195312,1.00781,0201060303E1FF1216E1FFA10364000CFFFB010237C3A83F23AC
2864,"2021-04-01 17:09:16",2,5,-64,100,0.046875,-0.0195312,1,0201060303E1FF1216E1FFA10364000CFFFB010037C3A83F23AC
2865,"2021-04-01 17:09:32",4,5,-62,100,0.046875,-0.0195312,1,0201060303E1FF1216E1FFA10364000CFFFB010037C3A83F23AC
2866,"2021-04-01 17:10:00",2,5,-64,100,0.046875,-0.0195312,1.00781,0201060303E1FF1216E1FFA10364000CFFFB010237C3A83F23AC
2867,"2021-04-01 17:10:36",4,5,-62,100,0.0585938,-0.0195312,1.00781,0201060303E1FF1216E1FFA10364000FFFFB010237C3A83F23AC
2868,"2021-04-01 17:10:40",2,5,-66,100,0.046875,-0.0195312,1.00781,0201060303E1FF1216E1FFA10364000CFFFB010237C3A83F23AC
2869,"2021-04-01 17:11:26",4,5,-62,100,0.046875,-0.0195312,1.00781,0201060303E1FF1216E1FFA10364000CFFFB010237C3A83F23AC
2870,"2021-04-01 17:12:02",2,5,-63,100,0.0585938,-0.0195312,1,0201060303E1FF1216E1FFA10364000FFFFB010037C3A83F23AC
2871,"2021-04-01 17:12:00",4,5,-63,100,0.046875,-0.0195312,1,0201060303E1FF1216E1FFA10364000CFFFB010037C3A83F23AC
2872,"2021-04-01 17:12:10",2,5,-66,100,0.046875,-0.0195312,1.00781,0201060303E1FF1216E1FFA10364000CFFFB010237C3A83F23AC
2873,"2021-04-01 17:12:08",4,5,-65,100,0.046875,-0.0195312,1,0201060303E1FF1216E1FFA10364000CFFFB010037C3A83F23AC
2874,"2021-04-01 17:12:20",2,5,-64,100,0.0585938,-0.0195312,1,0201060303E1FF1216E1FFA10364000FFFFB010037C3A83F23AC
2875,"2021-04-01 17:12:26",4,5,-63,100,0.046875,-0.0195312,1.00781,0201060303E1FF1216E1FFA10364000CFFFB010237C3A83F23AC
2876,"2021-04-01 17:12:42",2,5,-66,100,0.046875,-0.0195312,1.00781,0201060303E1FF1216E1FFA10364000CFFFB010237C3A83F23AC
2877,"2021-04-01 17:12:44",4,5,-62,100,0.046875,-0.0195312,1.00781,0201060303E1FF1216E1FFA10364000CFFFB010237C3A83F23AC
2878,"2021-04-01 17:13:02",2,5,-66,100,0.046875,-0.0195312,1.00781,0201060303E1FF1216E1FFA10364000CFFFB010237C3A83F23AC
2879,"2021-04-01 17:13:08",4,5,-62,100,0.046875,-0.0195312,1,0201060303E1FF1216E1FFA10364000CFFFB010037C3A83F23AC
2880,"2021-04-01 17:13:19",4,1,-69,100,0.046875,0,0.96875,0201060303E1FF1216E1FFA10364000C000000F83BC3A83F23AC
2881,"2021-04-01 17:13:23",1,1,-54,100,0.0390625,-0.0078125,0.96875,0201060303E1FF1216E1FFA10364000AFFFE00F83BC3A83F23AC
2882,"2021-04-01 17:13:26",2,5,-66,100,0.046875,-0.0195312,1.00781,0201060303E1FF1216E1FFA10364000CFFFB010237C3A83F23AC
2883,"2021-04-01 17:13:58",4,4,-75,100,0.0585938,0.0078125,0.9375,0201060303E1FF1216E1FFA10364000F000200F030C3A83F23AC
2884,"2021-04-01 17:14:00",4,5,-62,100,0.046875,-0.0195312,1.00781,0201060303E1FF1216E1FFA10364000CFFFB010237C3A83F23AC
2885,"2021-04-01 17:14:04",2,4,-54,100,0.0664062,0.0078125,0.949219,0201060303E1FF1216E1FFA103640011000200F330C3A83F23AC
2886,"2021-04-01 17:14:10",2,5,-64,100,0.046875,-0.0195312,1,0201060303E1FF1216E1FFA10364000CFFFB010037C3A83F23AC
2887,"2021-04-01 17:14:20",4,5,-64,100,0.046875,-0.0195312,1.00781,0201060303E1FF1216E1FFA10364000CFFFB010237C3A83F23AC
2888,"2021-04-01 17:14:33",3,2,-80,100,0.0585938,0,1,0201060303E1FF1216E1FFA10364000F000001003FC3A83F23AC
2889,"2021-04-01 17:14:39",2,5,-66,100,0.046875,-0.0195312,1.00781,0201060303E1FF1216E1FFA10364000CFFFB010237C3A83F23AC
2890,"2021-04-01 17:14:39",1,2,-59,100,0.0585938,0,1,0201060303E1FF1216E1FFA10364000F000001003FC3A83F23AC
2891,"2021-04-01 17:14:58",4,1,-77,100,0.0390625,0,0.96875,0201060303E1FF1216E1FFA10364000A000000F83BC3A83F23AC
2892,"2021-04-01 17:15:00",4,4,-74,100,0.0664062,0.0078125,0.949219,0201060303E1FF1216E1FFA103640011000200F330C3A83F23AC
2893,"2021-04-01 17:15:05",4,5,-62,100,0.0585938,-0.0273438,1,0201060303E1FF1216E1FFA10364000FFFF9010037C3A83F23AC
2894,"2021-04-01 17:15:06",1,1,-54,100,0.0390625,0,0.96875,0201060303E1FF1216E1FFA10364000A000000F83BC3A83F23AC
2895,"2021-04-01 17:15:06",2,4,-54,100,0.0585938,0.0078125,0.949219,0201060303E1FF1216E1FFA10364000F000200F330C3A83F23AC
2896,"2021-04-01 17:15:11",4,3,-71,100,0.0585938,0,0.957031,0201060303E1FF1216E1FFA10364000F000000F53DC3A83F23AC
2897,"2021-04-01 17:15:09",2,5,-66,100,0.046875,-0.0195312,1,0201060303E1FF1216E1FFA10364000CFFFB010037C3A83F23AC
2898,"2021-04-01 17:15:17",2,3,-51,100,0.0585938,0,0.96875,0201060303E1FF1216E1FFA10364000F000000F83DC3A83F23AC
2899,"2021-04-01 17:15:16",4,1,-69,100,0.046875,-0.0078125,0.96875,0201060303E1FF1216E1FFA10364000CFFFE00F83BC3A83F23AC
2900,"2021-04-01 17:15:20",1,1,-57,100,0.0390625,-0.0078125,0.96875,0201060303E1FF1216E1FFA10364000AFFFE00F83BC3A83F23AC
2901,"2021-04-01 17:15:30",4,1,-68,100,0.046875,-0.0078125,0.96875,0201060303E1FF1216E1FFA10364000CFFFE00F83BC3A83F23AC
2902,"2021-04-01 17:15:31",4,5,-62,100,0.046875,-0.0195312,1,0201060303E1FF1216E1FFA10364000CFFFB010037C3A83F23AC
2903,"2021-04-01 17:15:34",1,1,-54,100,0.0390625,-0.0078125,0.957031,0201060303E1FF1216E1FFA10364000AFFFE00F53BC3A83F23AC
2904,"2021-04-01 17:15:36",4,1,-69,100,0.0390625,-0.0078125,0.96875,0201060303E1FF1216E1FFA10364000AFFFE00F83BC3A83F23AC
2905,"2021-04-01 17:15:40",1,1,-54,100,0.0390625,0,0.96875,0201060303E1FF1216E1FFA10364000A000000F83BC3A83F23AC
2906,"2021-04-01 17:15:47",2,5,-64,100,0.0585938,-0.0195312,1,0201060303E1FF1216E1FFA10364000FFFFB010037C3A83F23AC
2907,"2021-04-01 17:15:50",4,1,-69,100,0.0390625,0,0.957031,0201060303E1FF1216E1FFA10364000A000000F53BC3A83F23AC
2908,"2021-04-01 17:15:49",4,5,-62,100,0.0585938,-0.0273438,1.00781,0201060303E1FF1216E1FFA10364000FFFF9010237C3A83F23AC
2909,"2021-04-01 17:15:54",1,1,-54,100,0.0390625,-0.0078125,0.96875,0201060303E1FF1216E1FFA10364000AFFFE00F83BC3A83F23AC
2910,"2021-04-01 17:15:59",2,5,-64,100,0.046875,-0.0195312,1.00781,0201060303E1FF1216E1FFA10364000CFFFB010237C3A83F23AC
2911,"2021-04-01 17:16:09",4,5,-62,100,0.046875,-0.0195312,1,0201060303E1FF1216E1FFA10364000CFFFB010037C3A83F23AC
2912,"2021-04-01 17:16:17",2,5,-64,100,0.0585938,-0.0195312,1.00781,0201060303E1FF1216E1FFA10364000FFFFB010237C3A83F23AC
2913,"2021-04-01 17:16:27",4,5,-62,100,0.046875,-0.0195312,1.00781,0201060303E1FF1216E1FFA10364000CFFFB010237C3A83F23AC
2914,"2021-04-01 17:16:31",2,5,-64,100,0.0585938,-0.0195312,1.00781,0201060303E1FF1216E1FFA10364000FFFFB010237C3A83F23AC
2915,"2021-04-01 17:16:36",2,1,-70,100,0.046875,0,0.96875,0201060303E1FF1216E1FFA10364000C000000F83BC3A83F23AC
2916,"2021-04-01 17:16:42",1,1,-54,100,0.0390625,0,0.96875,0201060303E1FF1216E1FFA10364000A000000F83BC3A83F23AC
2917,"2021-04-01 17:17:19",4,5,-62,100,0.046875,-0.0195312,1.00781,0201060303E1FF1216E1FFA10364000CFFFB010237C3A83F23AC
2918,"2021-04-01 17:17:29",2,1,-69,100,0.046875,0,0.96875,0201060303E1FF1216E1FFA10364000C000000F83BC3A83F23AC
2919,"2021-04-01 17:17:31",1,1,-54,100,0.046875,0,0.96875,0201060303E1FF1216E1FFA10364000C000000F83BC3A83F23AC
2920,"2021-04-01 17:17:31",2,5,-67,100,0.0585938,-0.0195312,1,0201060303E1FF1216E1FFA10364000FFFFB010037C3A83F23AC
2921,"2021-04-01 17:17:45",4,5,-62,100,0.046875,-0.0195312,1,0201060303E1FF1216E1FFA10364000CFFFB010037C3A83F23AC
2922,"2021-04-01 17:17:46",3,2,-75,100,0.0585938,0,1,0201060303E1FF1216E1FFA10364000F000001003FC3A83F23AC
2923,"2021-04-01 17:17:53",2,5,-64,100,0.046875,-0.0195312,1,0201060303E1FF1216E1FFA10364000CFFFB010037C3A83F23AC
2924,"2021-04-01 17:17:51",1,2,-64,100,0.0585938,0,1,0201060303E1FF1216E1FFA10364000F000001003FC3A83F23AC
2925,"2021-04-01 17:18:37",4,1,-67,100,0.0390625,-0.0078125,0.96875,0201060303E1FF1216E1FFA10364000AFFFE00F83BC3A83F23AC
2926,"2021-04-01 17:18:41",4,5,-62,100,0.046875,-0.0195312,1.00781,0201060303E1FF1216E1FFA10364000CFFFB010237C3A83F23AC
2927,"2021-04-01 17:18:45",1,1,-54,100,0.0390625,-0.0078125,0.96875,0201060303E1FF1216E1FFA10364000AFFFE00F83BC3A83F23AC
2928,"2021-04-01 17:18:59",2,5,-67,100,0.046875,-0.0195312,1,0201060303E1FF1216E1FFA10364000CFFFB010037C3A83F23AC
2929,"2021-04-01 17:19:21",4,5,-63,100,0.046875,-0.0195312,1.00781,0201060303E1FF1216E1FFA10364000CFFFB010237C3A83F23AC
2930,"2021-04-01 17:19:23",3,1,-65,100,0.046875,0,0.96875,0201060303E1FF1216E1FFA10364000C000000F83BC3A83F23AC
2931,"2021-04-01 17:19:33",1,1,-54,100,0.0390625,0,0.96875,0201060303E1FF1216E1FFA10364000A000000F83BC3A83F23AC
2932,"2021-04-01 17:19:44",4,3,-72,100,0.046875,0,0.957031,0201060303E1FF1216E1FFA10364000C000000F53DC3A83F23AC
2933,"2021-04-01 17:19:50",2,3,-52,100,0.0585938,0,0.957031,0201060303E1FF1216E1FFA10364000F000000F53DC3A83F23AC
2934,"2021-04-01 17:19:58",4,3,-74,100,0.0585938,0,0.957031,0201060303E1FF1216E1FFA10364000F000000F53DC3A83F23AC
2935,"2021-04-01 17:20:01",2,5,-64,100,0.046875,-0.0273438,1.00781,0201060303E1FF1216E1FFA10364000CFFF9010237C3A83F23AC
2936,"2021-04-01 17:20:03",4,5,-66,100,0.046875,-0.0195312,1.00781,0201060303E1FF1216E1FFA10364000CFFFB010237C3A83F23AC
2937,"2021-04-01 17:20:08",2,3,-51,100,0.0585938,0,0.949219,0201060303E1FF1216E1FFA10364000F000000F33DC3A83F23AC
2938,"2021-04-01 17:20:12",3,1,-66,100,0.0390625,-0.0078125,0.96875,0201060303E1FF1216E1FFA10364000AFFFE00F83BC3A83F23AC
2939,"2021-04-01 17:20:17",2,5,-66,100,0.046875,-0.0195312,1.00781,0201060303E1FF1216E1FFA10364000CFFFB010237C3A83F23AC
2940,"2021-04-01 17:20:22",1,1,-54,100,0.046875,0,0.957031,0201060303E1FF1216E1FFA10364000C000000F53BC3A83F23AC
2941,"2021-04-01 17:20:31",4,5,-62,100,0.046875,-0.0195312,1.00781,0201060303E1FF1216E1FFA10364000CFFFB010237C3A83F23AC
2942,"2021-04-01 17:20:40",2,5,-63,100,0.046875,-0.0195312,1.00781,0201060303E1FF1216E1FFA10364000CFFFB010237C3A83F23AC
2943,"2021-04-01 17:20:44",4,5,-62,100,0.046875,-0.0195312,1.00781,0201060303E1FF1216E1FFA10364000CFFFB010237C3A83F23AC
2944,"2021-04-01 17:20:54",2,5,-64,100,0.046875,-0.0195312,1.00781,0201060303E1FF1216E1FFA10364000CFFFB010237C3A83F23AC
2945,"2021-04-01 17:21:04",4,5,-62,100,0.046875,-0.0195312,1.00781,0201060303E1FF1216E1FFA10364000CFFFB010237C3A83F23AC
2946,"2021-04-01 17:21:20",2,5,-64,100,0.046875,-0.0195312,1.00781,0201060303E1FF1216E1FFA10364000CFFFB010237C3A83F23AC
2947,"2021-04-01 17:22:02",4,5,-64,100,0.046875,-0.0195312,1,0201060303E1FF1216E1FFA10364000CFFFB010037C3A83F23AC
2948,"2021-04-01 17:22:10",2,5,-64,100,0.046875,-0.0195312,1,0201060303E1FF1216E1FFA10364000CFFFB010037C3A83F23AC
2949,"2021-04-01 17:22:12",4,5,-65,100,0.046875,-0.0195312,1,0201060303E1FF1216E1FFA10364000CFFFB010037C3A83F23AC
2950,"2021-04-01 17:22:30",2,5,-64,100,0.046875,-0.0195312,1.00781,0201060303E1FF1216E1FFA10364000CFFFB010237C3A83F23AC
2951,"2021-04-01 17:23:10",4,5,-62,100,0.046875,-0.0195312,1.00781,0201060303E1FF1216E1FFA10364000CFFFB010237C3A83F23AC
2952,"2021-04-01 17:23:34",2,5,-64,100,0.046875,-0.0195312,1,0201060303E1FF1216E1FFA10364000CFFFB010037C3A83F23AC
2953,"2021-04-01 17:23:32",4,3,-72,100,0.0585938,0,0.957031,0201060303E1FF1216E1FFA10364000F000000F53DC3A83F23AC
2954,"2021-04-01 17:23:36",4,5,-62,100,0.046875,-0.0195312,1.00781,0201060303E1FF1216E1FFA10364000CFFFB010237C3A83F23AC
2955,"2021-04-01 17:23:42",2,3,-51,100,0.0585938,0,0.957031,0201060303E1FF1216E1FFA10364000F000000F53DC3A83F23AC
2956,"2021-04-01 17:23:40",2,5,-64,100,0.046875,-0.0195312,1,0201060303E1FF1216E1FFA10364000CFFFB010037C3A83F23AC
2957,"2021-04-01 17:23:52",4,5,-61,100,0.046875,-0.0273438,1.00781,0201060303E1FF1216E1FFA10364000CFFF9010237C3A83F23AC
2958,"2021-04-01 17:24:00",2,5,-67,100,0.046875,-0.0195312,1,0201060303E1FF1216E1FFA10364000CFFFB010037C3A83F23AC
2959,"2021-04-01 17:23:58",4,5,-63,100,0.046875,-0.0195312,1.00781,0201060303E1FF1216E1FFA10364000CFFFB010237C3A83F23AC
2960,"2021-04-01 17:24:24",2,5,-64,100,0.046875,-0.0195312,1,0201060303E1FF1216E1FFA10364000CFFFB010037C3A83F23AC
2961,"2021-04-01 17:24:30",4,5,-63,100,0.046875,-0.0273438,1.00781,0201060303E1FF1216E1FFA10364000CFFF9010237C3A83F23AC
2962,"2021-04-01 17:24:56",2,5,-64,100,0.046875,-0.0195312,1,0201060303E1FF1216E1FFA10364000CFFFB010037C3A83F23AC
2963,"2021-04-01 17:24:56",4,5,-63,100,0.046875,-0.0195312,1,0201060303E1FF1216E1FFA10364000CFFFB010037C3A83F23AC
2964,"2021-04-01 17:25:16",2,5,-63,100,0.046875,-0.0195312,1.00781,0201060303E1FF1216E1FFA10364000CFFFB010237C3A83F23AC
2965,"2021-04-01 17:25:18",4,5,-62,100,0.046875,-0.0195312,1,0201060303E1FF1216E1FFA10364000CFFFB010037C3A83F23AC
2966,"2021-04-01 17:26:02",2,5,-66,100,0.046875,-0.0195312,1,0201060303E1FF1216E1FFA10364000CFFFB010037C3A83F23AC
2967,"2021-04-01 17:26:30",4,5,-63,100,0.046875,-0.0195312,1,0201060303E1FF1216E1FFA10364000CFFFB010037C3A83F23AC
2968,"2021-04-01 17:26:41",2,5,-67,100,0.046875,-0.0273438,1.00781,0201060303E1FF1216E1FFA10364000CFFF9010237C3A83F23AC
2969,"2021-04-01 17:26:43",4,5,-62,100,0.046875,-0.0195312,1.00781,0201060303E1FF1216E1FFA10364000CFFFB010237C3A83F23AC
2970,"2021-04-01 17:27:17",2,5,-64,100,0.046875,-0.0195312,1.00781,0201060303E1FF1216E1FFA10364000CFFFB010237C3A83F23AC
2971,"2021-04-01 17:27:18",4,1,-69,100,0.0390625,0,0.96875,0201060303E1FF1216E1FFA10364000A000000F83BC3A83F23AC
2972,"2021-04-01 17:27:23",4,5,-63,100,0.046875,-0.0195312,1.00781,0201060303E1FF1216E1FFA10364000CFFFB010237C3A83F23AC
2973,"2021-04-01 17:27:24",1,1,-57,100,0.0390625,0,0.96875,0201060303E1FF1216E1FFA10364000A000000F83BC3A83F23AC
2974,"2021-04-01 17:27:51",2,5,-66,100,0.0585938,-0.0195312,1.00781,0201060303E1FF1216E1FFA10364000FFFFB010237C3A83F23AC
2975,"2021-04-01 17:28:23",3,5,-73,100,0.046875,-0.0195312,1.00781,0201060303E1FF1216E1FFA10364000CFFFB010237C3A83F23AC
2976,"2021-04-01 17:28:33",4,5,-63,100,0.046875,-0.0273438,1.00781,0201060303E1FF1216E1FFA10364000CFFF9010237C3A83F23AC
2977,"2021-04-01 17:28:41",2,5,-64,100,0.0585938,-0.0195312,1,0201060303E1FF1216E1FFA10364000FFFFB010037C3A83F23AC
2978,"2021-04-01 17:28:43",4,3,-74,100,0.0585938,0,0.957031,0201060303E1FF1216E1FFA10364000F000000F53DC3A83F23AC
2979,"2021-04-01 17:28:43",4,5,-62,100,0.0585938,-0.0195312,1,0201060303E1FF1216E1FFA10364000FFFFB010037C3A83F23AC
2980,"2021-04-01 17:28:49",2,3,-54,100,0.0585938,0,0.957031,0201060303E1FF1216E1FFA10364000F000000F53DC3A83F23AC
2981,"2021-04-01 17:28:55",2,5,-67,100,0.046875,-0.0195312,1.00781,0201060303E1FF1216E1FFA10364000CFFFB010237C3A83F23AC
2982,"2021-04-01 17:29:01",4,5,-65,100,0.046875,-0.0195312,1.00781,0201060303E1FF1216E1FFA10364000CFFFB010237C3A83F23AC
2983,"2021-04-01 17:29:13",2,5,-64,100,0.046875,-0.0195312,1,0201060303E1FF1216E1FFA10364000CFFFB010037C3A83F23AC
2984,"2021-04-01 17:29:13",4,3,-73,100,0.0585938,0,0.949219,0201060303E1FF1216E1FFA10364000F000000F33DC3A83F23AC
2985,"2021-04-01 17:29:15",4,5,-62,100,0.046875,-0.0195312,1,0201060303E1FF1216E1FFA10364000CFFFB010037C3A83F23AC
2986,"2021-04-01 17:29:25",2,3,-51,100,0.0585938,0,0.957031,0201060303E1FF1216E1FFA10364000F000000F53DC3A83F23AC
2987,"2021-04-01 17:29:57",2,5,-64,100,0.046875,-0.0195312,1,0201060303E1FF1216E1FFA10364000CFFFB010037C3A83F23AC
2988,"2021-04-01 17:30:01",4,5,-62,100,0.046875,-0.0195312,1.00781,0201060303E1FF1216E1FFA10364000CFFFB010237C3A83F23AC
2989,"2021-04-01 17:30:17",2,5,-64,100,0.046875,-0.0195312,1.00781,0201060303E1FF1216E1FFA10364000CFFFB010237C3A83F23AC
2990,"2021-04-01 17:30:41",4,5,-62,100,0.046875,-0.0195312,1,0201060303E1FF1216E1FFA10364000CFFFB010037C3A83F23AC
2991,"2021-04-01 17:31:01",2,5,-64,100,0.046875,-0.0195312,1,0201060303E1FF1216E1FFA10364000CFFFB010037C3A83F23AC
2992,"2021-04-01 17:31:25",4,5,-66,100,0.046875,-0.0195312,1.00781,0201060303E1FF1216E1FFA10364000CFFFB010237C3A83F23AC
2993,"2021-04-01 17:31:33",2,5,-64,100,0.046875,-0.0195312,1,0201060303E1FF1216E1FFA10364000CFFFB010037C3A83F23AC
2994,"2021-04-01 17:31:36",3,1,-65,100,0.0390625,0,0.96875,0201060303E1FF1216E1FFA10364000A000000F83BC3A83F23AC
2995,"2021-04-01 17:31:37",4,5,-62,100,0.046875,-0.0078125,1,0201060303E1FF1216E1FFA10364000CFFFE010037C3A83F23AC
2996,"2021-04-01 17:31:42",1,1,-54,100,0.0390625,-0.0078125,0.96875,0201060303E1FF1216E1FFA10364000AFFFE00F83BC3A83F23AC
2997,"2021-04-01 17:31:53",1,3,-70,100,0.0585938,0,0.957031,0201060303E1FF1216E1FFA10364000F000000F53DC3A83F23AC
2998,"2021-04-01 17:31:56",2,5,-66,100,0.046875,-0.0195312,1.00781,0201060303E1FF1216E1FFA10364000CFFFB010237C3A83F23AC
2999,"2021-04-01 17:32:03",2,3,-51,100,0.0585938,0,0.957031,0201060303E1FF1216E1FFA10364000F000000F53DC3A83F23AC
3000,"2021-04-01 17:32:03",4,5,-63,100,0.046875,-0.0195312,1,0201060303E1FF1216E1FFA10364000CFFFB010037C3A83F23AC
3001,"2021-04-01 17:32:28",2,5,-66,100,0.046875,-0.0195312,1,0201060303E1FF1216E1FFA10364000CFFFB010037C3A83F23AC
3002,"2021-04-01 17:32:28",4,5,-62,100,0.046875,-0.0195312,1,0201060303E1FF1216E1FFA10364000CFFFB010037C3A83F23AC
3003,"2021-04-01 17:32:40",2,5,-67,100,0.0585938,-0.0195312,1.00781,0201060303E1FF1216E1FFA10364000FFFFB010237C3A83F23AC
3004,"2021-04-01 17:32:55",4,3,-72,100,0.0585938,0,0.96875,0201060303E1FF1216E1FFA10364000F000000F83DC3A83F23AC
3005,"2021-04-01 17:33:00",2,3,-51,100,0.0585938,0,0.957031,0201060303E1FF1216E1FFA10364000F000000F53DC3A83F23AC
3006,"2021-04-01 17:32:58",4,1,-69,100,0.0390625,0,0.96875,0201060303E1FF1216E1FFA10364000A000000F83BC3A83F23AC
3007,"2021-04-01 17:33:06",4,5,-62,100,0.046875,-0.0195312,1.00781,0201060303E1FF1216E1FFA10364000CFFFB010237C3A83F23AC
3008,"2021-04-01 17:33:10",1,1,-54,100,0.0390625,0,0.96875,0201060303E1FF1216E1FFA10364000A000000F83BC3A83F23AC
3009,"2021-04-01 17:33:34",1,5,-73,100,0.046875,-0.0195312,1,0201060303E1FF1216E1FFA10364000CFFFB010037C3A83F23AC
3010,"2021-04-01 17:33:42",2,5,-64,100,0.046875,-0.0195312,1,0201060303E1FF1216E1FFA10364000CFFFB010037C3A83F23AC
3011,"2021-04-01 17:33:44",4,5,-62,100,0.0585938,-0.0195312,1.00781,0201060303E1FF1216E1FFA10364000FFFFB010237C3A83F23AC
3012,"2021-04-01 17:33:54",2,5,-64,100,0.046875,-0.0195312,1.00781,0201060303E1FF1216E1FFA10364000CFFFB010237C3A83F23AC
3013,"2021-04-01 17:34:04",4,5,-62,100,0.046875,-0.0195312,1,0201060303E1FF1216E1FFA10364000CFFFB010037C3A83F23AC
3014,"2021-04-01 17:34:08",2,5,-64,100,0.046875,-0.0195312,1.00781,0201060303E1FF1216E1FFA10364000CFFFB010237C3A83F23AC
3015,"2021-04-01 17:34:17",4,1,-68,100,0.046875,-0.0078125,0.957031,0201060303E1FF1216E1FFA10364000CFFFE00F53BC3A83F23AC
